Word,Sum,Number,Weight
мелодичность,1,1,1.0
мелодичный,1.7777777777777781,2.0,0.8888888888888891
мелочиться,-1,1,-1.0
мелочь,-0.111111111111111,3.0,-0.037037037037037
мельчайший,0.0,2.0,0.0
менингит,-2.22222222222222,2.0,-1.11111111111111
менингитный,-1,1,-1.0
менторский,-1,1,-1.0
мерзавец,-1,1,-1.0
мерзавка,-1,1,-1.0
мерзкий,-5.0,4.0,-1.25
мерзляк,-1,1,-1.0
мерзнуть,-2.0,3.0,-0.6666666666666666
мерзопакостность,-1,1,-1.0
мерзопакостный,-1,1,-1.0
мерзостность,-1,1,-1.0
мерзостный,-1,1,-1.0
мерзость,-2.0,2.0,-1.0
меркантилизм,-1,1,-1.0
меркантильность,-1,1,-1.0
меркантильный,-2.0,2.0,-1.0
меркнуть в сравнении,-1,1,-1.0
меркнуть в тени,-1,1,-1.0
меркнуть на фоне,-1,1,-1.0
меркнуть перед,-1,1,-1.0
меркнуть,-1.0,2.0,-0.5
местечковость,-1,1,-1.0
местечковый,-1.8888888888888888,2.0,-0.9444444444444444
месть,-1,1,-1.0
метание,-2.0,4.0,-0.5
метастаз,-1,1,-1.0
метастатический,-1,1,-1.0
метаться,-3.0,3.0,-1.0
метелить,-1,1,-1.0
метеоризм,-1,1,-1.0
меткий,1,1,1.0
меткое выражение,0,1,0.0
меткость,1,1,1.0
механически копировать,-1,1,-1.0
механическое копирование,-1,1,-1.0
меценат,0.666666666666667,2.0,0.3333333333333335
меценатка,1,1,1.0
меценатский,1,1,1.0
меценатство,1,1,1.0
мечта,1.666666666666667,2.0,0.8333333333333335
мечтание,1,1,1.0
мечтательность,1,1,1.0
мечтательный,1.666666666666667,2.0,0.8333333333333335
мечтаться,1,1,1.0
мешанина,-3.33333333333333,3.0,-1.11111111111111
мешать,-1.0,3.0,-0.3333333333333333
мешок костей,-1,1,-1.0
мздоимец,-1,1,-1.0
мздоимица,-1,1,-1.0
мздоимство,-1,1,-1.0
мигреневый,-1,1,-1.0
мигрень,-1,1,-1.0
мизантроп,-1,1,-1.0
мизантропка,-1,1,-1.0
мизер,-1.0,2.0,-0.5
мизерность,-1,1,-1.0
мизерный,-1.5,2.0,-0.75
мииило,1,1,1.0
микоз,-1,1,-1.0
микроинфаркт,-1,1,-1.0
микротрещина,-1,1,-1.0
милаха,1,1,1.0
милаша,1,1,1.0
милашка,1,1,1.0
милейший,1,1,1.0
миловидный,1,1,1.0
милосердие,2.666666666666667,3.0,0.888888888888889
милосердность,1,1,1.0
милосердный,2.22222222222222,2.0,1.11111111111111
милость,1.333333333333333,2.0,0.6666666666666665
милый,3.0,3.0,1.0
мина,-2.0,3.0,-0.6666666666666666
министерство безопасности,0,1,0.0
министерство внутренней безопасности,0,1,0.0
министерство экономического развития,0,1,0.0
министр экономический развитие,0,1,0.0
миновать закон,-1,1,-1.0
минор,-1.0,2.0,-0.5
минорный,-1.0,2.0,-0.5
минус только один,-1,1,-1.0
минус,-1.4,6.0,-0.2333333333333333
миньон,-1,1,-1.0
мир и тишина,1,1,1.0
мираж,-1.0,2.0,-0.5
мириады,0,1,0.0
мирное население,0,1,0.0
мирный,3.0,4.0,0.75
мировая величина,1,1,1.0
мировая известность,1,1,1.0
миролюбивость,1,1,1.0
миролюбивый,2.33333333333333,2.0,1.166666666666665
миролюбие,1,1,1.0
мистификатор,-1,1,-1.0
мистификаторский,-1,1,-1.0
мистификаторша,-1,1,-1.0
миф,-2.0,3.0,-0.6666666666666666
мифический,-1.666666666666667,3.0,-0.5555555555555557
мнимость,-1.0,2.0,-0.5
мнимый,-1.0,2.0,-0.5
мнительность,-1,1,-1.0
мнительный,-2.0,2.0,-1.0
мнить,-2.0,2.0,-1.0
много возможностей,1,1,1.0
много делать,1,1,1.0
много мелких,-1,1,-1.0
много нового,1,1,1.0
много нужного,1,1,1.0
много разнообразных,1,1,1.0
много рекламаы,-1,1,-1.0
много сделать,1,1,1.0
многогранность,1,1,1.0
многогранный,1.666666666666667,2.0,0.8333333333333335
многозначительность,1,1,1.0
многозначительный,1.5,2.0,0.75
многомудрый,1,1,1.0
многообещающий,1.666666666666667,2.0,0.8333333333333335
многословие,-1,1,-1.0
многословность,-1,1,-1.0
многословный,-1,1,-1.0
многосторонний,1,1,1.0
многосторонность,1,1,1.0
многотрудность,-1,1,-1.0
многотрудный,-1,1,-1.0
могильщик,-1.0,2.0,-0.5
могучесть,1,1,1.0
могучий,1.666666666666667,2.0,0.8333333333333335
могущественность,1,1,1.0
могущественный,2.0,2.0,1.0
могущество,1.7777777777777781,2.0,0.8888888888888891
модернизаторский,1,1,1.0
модернизационный,1.0,2.0,0.5
модернизация,1.0,2.0,0.5
модернизировать,1.666666666666667,2.0,0.8333333333333335
моджахед,-1.666666666666667,2.0,-0.8333333333333335
моджахедский,-1,1,-1.0
модность,1,1,1.0
модный,2.0,3.0,0.6666666666666666
мокрое дело,-1,1,-1.0
молодцеватость,1,1,1.0
молодцеватый,1,1,1.0
молокосос,-1,1,-1.0
молокососка,-1,1,-1.0
молчаливость,0,1,0.0
молчаливый,-0.444444444444444,3.0,-0.148148148148148
монополизация,-1,1,-1.0
монополизировать,-1,1,-1.0
монополизм,-1,1,-1.0
монополист,-1,1,-1.0
монополия,-1.333333333333333,2.0,-0.6666666666666665
монстр,-4.0,4.0,-1.0
мор,-1,1,-1.0
моралистический,-1,1,-1.0
моральная норма,1,1,1.0
морально опуститься,-1,1,-1.0
морально разложить,-1,1,-1.0
морально разложиться,-1,1,-1.0
морально устареть,-1,1,-1.0
моральное падение,-1,1,-1.0
моральное разложение,-1,1,-1.0
моральное устаревание,-1,1,-1.0
моральность,1,1,1.0
моральные устои,1,1,1.0
моральный принцип,1,1,1.0
моральный фактор,1,1,1.0
моральный,2.0,3.0,0.6666666666666666
мордобой,-1,1,-1.0
море разливанное,0,1,0.0
моретрясение,-1,1,-1.0
мороженка,1,1,1.0
морока,-1,1,-1.0
морфинизм,-1,1,-1.0
морщина,-1,1,-1.0
морщинистость,-1,1,-1.0
морщинистый,-1,1,-1.0
морщинка,-1,1,-1.0
мот,-1,1,-1.0
мотать душу,-1,1,-1.0
мотать нервы,-1,1,-1.0
мотать срок,-1,1,-1.0
мотовка,-1,1,-1.0
мотовской,-1,1,-1.0
мотовство,-1,1,-1.0
мошенник,-1.333333333333333,2.0,-0.6666666666666665
мошенница,-1,1,-1.0
мошенничать,-1,1,-1.0
мошеннический,-1,1,-1.0
мошенничество,-2.33333333333333,2.0,-1.166666666666665
мощнейший,1.0,2.0,0.5
мощное давление,-1,1,-1.0
мощный,1.0,3.0,0.3333333333333333
мощь,1.0,2.0,0.5
мразь,-3.0,2.0,-1.5
мрак,-2.0,2.0,-1.0
мракобес,-1,1,-1.0
мракобесие,-2.5,2.0,-1.25
мракобесный,-3.0,2.0,-1.5
мрачнее тучи,-1,1,-1.0
мрачноватый,-2.0,2.0,-1.0
мрачность,-2.0,2.0,-1.0
мрачный,-10.0,10.0,-1.0
мститель,-1,1,-1.0
мстительница,-1,1,-1.0
мстительность,-2.0,2.0,-1.0
мстительный,-2.33333333333333,2.0,-1.166666666666665
мстить,-1,1,-1.0
мудрец,1,1,1.0
мудрить,-1,1,-1.0
мудрость,2.44444444444444,2.0,1.22222222222222
мудрствование,-1,1,-1.0
мудрствовать,-1,1,-1.0
мужественность,1,1,1.0
мужественный,2.33333333333333,2.0,1.166666666666665
мужество,2.66666666666667,2.0,1.333333333333335
музыкальность,1,1,1.0
музыкальный,1.0,2.0,0.5
музычка,1,1,1.0
мука,-2.0,4.0,-0.5
мура,-1,1,-1.0
мурашки,-1,1,-1.0
мусор,-2.0,2.0,-1.0
мусорить,-1,1,-1.0
мусорный,-1,1,-1.0
мутант,-1,1,-1.0
мутация,-1.0,2.0,-0.5
мутить,-3.0,3.0,-1.0
мутиться,-2.0,2.0,-1.0
мутнеть,-1,1,-1.0
мутноватый,-1,1,-1.0
мутность,-1,1,-1.0
мутный,-1.666666666666667,2.0,-0.8333333333333335
муторность,-1,1,-1.0
муторный,-2.33333333333333,2.0,-1.166666666666665
муть в голове,-1,1,-1.0
муть в мозгах,-1,1,-1.0
муть,-2.0,3.0,-0.6666666666666666
мухлевать,-1,1,-1.0
мухосранск,-1,1,-1.0
мучать,-1,1,-1.0
мучение,-3.0,3.0,-1.0
мученик,-0.33333333333333304,2.0,-0.16666666666666652
мученица,-1,1,-1.0
мученический,-1,1,-1.0
мученичество,-1,1,-1.0
мучитель,-1,1,-1.0
мучительница,-1,1,-1.0
мучительный,-2.66666666666667,2.0,-1.333333333333335
мучительский,-1,1,-1.0
мучительство,-1,1,-1.0
мучить,-2.666666666666667,3.0,-0.888888888888889
мучиться,-2.0,2.0,-1.0
мхом покрыться,-1,1,-1.0
мщение,-1,1,-1.0
мыслишка,-1,1,-1.0
мытарить,-1,1,-1.0
мытарство,-1,1,-1.0
мышеловка,-1.0,2.0,-0.5
мышцу свело,-1,1,-1.0
мягкий знак,0,1,0.0
мягкий,6.5,8.0,0.8125
мягко говоря,-2.0,2.0,-1.0
мягкосердечие,1,1,1.0
мягкосердечность,1,1,1.0
мягкосердечный,3.0,3.0,1.0
мягкость,3.0,4.0,0.75
мягкотелость,-1,1,-1.0
мягкотелый,-2.0,2.0,-1.0
мямля,-1,1,-1.0
мясистость,0,1,0.0
мясистый,0,1,0.0
мятеж,-1.333333333333333,2.0,-0.6666666666666665
мятежник,-2.0,2.0,-1.0
мятежница,-1,1,-1.0
мятежнический,-1,1,-1.0
мятежность,-1,1,-1.0
мятежный,-1,1,-1.0
мятость,-1,1,-1.0
мятый,-1,1,-1.0
мяться,-2.0,2.0,-1.0
на 10 баллов,1,1,1.0
на авось,-1,1,-1.0
на высоте,1,1,1.0
на глазок,-1,1,-1.0
на голубом глазу,-1,1,-1.0
на коленке,-1,1,-1.0
на любой вкус,1,1,1.0
на одном дыхании,1,1,1.0
на первый взгляд безобидный,-1,1,-1.0
на пике,1,1,1.0
на повышенных тонах,-1,1,-1.0
на рожон,-1,1,-1.0
на седьмом небе от счастья,1,1,1.0
на скорую руку,-1,1,-1.0
на ура,1,1,1.0
на уровне,1,1,1.0
на фиг надо,-1,1,-1.0
на фиг не нужен,-1,1,-1.0
на фиг никому не нужен,-1,1,-1.0
на фига,-1,1,-1.0
на штыки,-1,1,-1.0
набаловать,-1,1,-1.0
набег,-1.5,2.0,-0.75
набедокурить,-1,1,-1.0
набезобразничать,-1,1,-1.0
набираться,-0.75,3.0,-0.25
набитый,-1,1,-1.0
набить оскомину,-1,1,-1.0
наблудить,-1,1,-1.0
наблюдательность,1,1,1.0
наблюдательный,1.333333333333333,3.0,0.44444444444444436
набожность,1,1,1.0
набожный,0.666666666666667,2.0,0.3333333333333335
наболевший,-1,1,-1.0
наболеть,-1,1,-1.0
набрать долгов,-1,1,-1.0
набраться,-1.0,2.0,-0.5
набузить,-1,1,-1.0
навалом,1,1,1.0
наверстать,1.0,2.0,0.5
наверстывание,1,1,1.0
наверстывать,1,1,1.0
навет,-1,1,-1.0
наводнение,-1,1,-1.0
навонять,-1,1,-1.0
наворовать,-1,1,-1.0
наворовывать,-1,1,-1.0
наворотить,-1,1,-1.0
наврать,-1,1,-1.0
навредить,-2.2,2.0,-1.1
навязчивость,-1,1,-1.0
навязчивый,-3.0,3.0,-1.0
нагадить,-2.0,2.0,-1.0
наглеть,-1,1,-1.0
наглец,-1,1,-1.0
нагловатый,-1,1,-1.0
наглость,-2.33333333333333,2.0,-1.166666666666665
наглотаться,-1,1,-1.0
наглый,-1,1,-1.0
нагнетание,-1.0,2.0,-0.5
нагнетать,-1.0,2.0,-0.5
нагнетение,-1.0,2.0,-0.5
нагноение,-1,1,-1.0
наговаривать,-2.0,2.0,-1.0
наговор,-2.0,3.0,-0.6666666666666666
наговорить,-1,1,-1.0
наголодаться,-1,1,-1.0
нагоняй,-1,1,-1.0
награбить,-2.66666666666667,2.0,-1.333333333333335
награбленный,-1,1,-1.0
нагрешить,-1,1,-1.0
нагрубить,-1,1,-1.0
нагрубиянить,-1,1,-1.0
нагрузка,-2.0,4.0,-0.5
надебоширить,-1,1,-1.0
надежда не оправдалась,-1,1,-1.0
надежда,3.33333333333333,3.0,1.11111111111111
надежды не оправдать,-1,1,-1.0
надежность,1,1,1.0
надежный,1,1,1.0
наделать,-1,1,-1.0
надерзить,-1,1,-1.0
надеяться,1.0,2.0,0.5
надменность,-1,1,-1.0
надменный,-2.33333333333333,2.0,-1.166666666666665
надо доработать,-1,1,-1.0
надоеда,-1,1,-1.0
надоедала,-1,1,-1.0
надоедать,-5.0,5.0,-1.0
надоедливость,-1,1,-1.0
надоедливый,-4.11111111111111,4.0,-1.0277777777777775
надоедность,-1,1,-1.0
надоедный,-1,1,-1.0
надоесть,-1,1,-1.0
надраться,-1,1,-1.0
надругательство,-1,1,-1.0
надругаться,-1,1,-1.0
надрываться,-4.33333333333333,4.0,-1.0833333333333326
надсмехаться,-1,1,-1.0
надувать губы,-1,1,-1.0
надувать щеки,-1,1,-1.0
надуваться от важности,-1,1,-1.0
надуваться,-1.0,2.0,-0.5
надуманность,-1,1,-1.0
надуманный,-2.0,2.0,-1.0
надуть губы,-1,1,-1.0
надуть щеки,-1,1,-1.0
надуться от важности,-1,1,-1.0
надуться,-2.0,3.0,-0.6666666666666666
наезд,-3.888888888888889,4.0,-0.9722222222222222
наезжать,-2.0,4.0,-0.5
наемник,-1,1,-1.0
наемница,-1,1,-1.0
наемнический,-1,1,-1.0
наемничество,-1,1,-1.0
наехать,-2.0,3.0,-0.6666666666666666
нажаловаться,-1,1,-1.0
нажраться,-1,1,-1.0
назидательность,-1,1,-1.0
назидательный,-1.333333333333333,2.0,-0.6666666666666665
назойливость,-1,1,-1.0
назойливый,-3.33333333333333,3.0,-1.11111111111111
наивкуснейший,1,1,1.0
наивность,-1,1,-1.0
наивный,-2.0,2.0,-1.0
наигранность,-1,1,-1.0
наигранный,-1,1,-1.0
наизусть,1.0,2.0,0.5
наилучший,1,1,1.0
наисложнейший,-1,1,-1.0
найти оправдание,1,1,1.0
наихудший,-1,1,-1.0
наказание,-2.5,2.0,-1.25
наказать,-1,1,-1.0
наказывать,-2.0,2.0,-1.0
накаление обстановки,-1,1,-1.0
накалиться,-1.0,2.0,-0.5
накаляться,-1.0,2.0,-0.5
накладка,-1.0,3.0,-0.3333333333333333
накладочка,-1.0,2.0,-0.5
накладывать на себя руки,-1,1,-1.0
наклеветать,-1,1,-1.0
наклюкаться,-1,1,-1.0
накостылять,-1,1,-1.0
накосячить,-1,1,-1.0
накрадывать,-1,1,-1.0
накрасть,-1,1,-1.0
накричать,-1,1,-1.0
накрутка,-1.0,2.0,-0.5
накуренный,-1,1,-1.0
накуриться,-1,1,-1.0
накуролесить,-1,1,-1.0
накусать,-1,1,-1.0
накусывать,-1,1,-1.0
наладиться,1,1,1.0
налаживаться,1,1,1.0
налакаться,-1,1,-1.0
наледь,-1,1,-1.0
налет авиации,-1,1,-1.0
налет бандитов,-1,1,-1.0
налет грабителей,-1,1,-1.0
налет,-3.333333333333333,7.0,-0.47619047619047616
налетчик,-1,1,-1.0
налетчица,-1,1,-1.0
нализаться,-1,1,-1.0
налитый свинцом,-1,1,-1.0
наложить на себя руки,-1,1,-1.0
наломать дров,-1,1,-1.0
налюбоваться,1,1,1.0
намаяться,-1,1,-1.0
намеренность,0,1,0.0
намеренный,0,1,0.0
намозолить глаза,-1,1,-1.0
намудрить,-1,1,-1.0
намусорить,-1,1,-1.0
намутить,-1,1,-1.0
намучиться,-1,1,-1.0
намыкаться,-1,1,-1.0
намылить голову,-1,1,-1.0
намылить шею,-1,1,-1.0
намять бока,-1,1,-1.0
наобещать,-1,1,-1.0
наорать,-1,1,-1.0
наошибаться,-1,1,-1.0
нападение,-2.33333333333333,3.0,-0.7777777777777767
нападки,-1.666666666666667,2.0,-0.8333333333333335
напакостить,-1,1,-1.0
напасть,-2.0,2.0,-1.0
напачкать,-1,1,-1.0
наперсточник,-1,1,-1.0
напиваться,0.0,2.0,0.0
напитаться,2.0,2.0,1.0
напиться как свинья,-1,1,-1.0
напиться,0.0,2.0,0.0
наплевать,-3.33333333333333,3.0,-1.11111111111111
напористость,1,1,1.0
напористый,1.4,2.0,0.7
напортачить,-1,1,-1.0
напортить,-1,1,-1.0
напраслина,-1,1,-1.0
напрасность,-1,1,-1.0
напрасный,-2.0,2.0,-1.0
напрашивается вывод,0,1,0.0
напрочь,-1,1,-1.0
напряг,-1,1,-1.0
напрягать,-2.0,2.0,-1.0
напряжение,-2.666666666666667,4.0,-0.6666666666666667
напряженка,-1,1,-1.0
напряженная борьба,0,1,0.0
напряженность снизилась,1,1,1.0
напряженность уменьшилась,0,1,0.0
напряженность,-1.25,2.0,-0.625
напряженный,-1.333333333333333,2.0,-0.6666666666666665
напрямик,1.0,2.0,0.5
напугаться,-1,1,-1.0
напускной,-1,1,-1.0
напутать,-1,1,-1.0
напыжиться,-1.0,2.0,-0.5
напыщенность,-1,1,-1.0
напыщенный,-2.28571428571429,2.0,-1.142857142857145
напялить,-1,1,-1.0
нарадоваться,1,1,1.0
нарекание,-2.33333333333333,2.0,-1.166666666666665
нареканий не вызвало,1,1,1.0
нареканий не вызывает,1,1,1.0
нареканий нет,1,1,1.0
нарик,-1,1,-1.0
наркоагрессия,-1,1,-1.0
наркобанда,-1,1,-1.0
наркобандит,-1,1,-1.0
наркобарон,-1,1,-1.0
наркобарыга,-1,1,-1.0
наркобизнес,-2.22222222222222,2.0,-1.11111111111111
наркобизнесмен,-1,1,-1.0
наркобольная,-1,1,-1.0
наркобольной,-1,1,-1.0
наркогруппа,-1,1,-1.0
наркогруппировка,-1,1,-1.0
наркоделец,-1,1,-1.0
наркодеятельность,-1,1,-1.0
наркодилер,-1,1,-1.0
наркодилерша,-1,1,-1.0
наркодурман,-1,1,-1.0
наркозависимость,-1,1,-1.0
наркозависимый,-1,1,-1.0
наркозелье,-1,1,-1.0
наркоиндустрия,-1,1,-1.0
наркоинтервенция,-1,1,-1.0
наркокартель,-1,1,-1.0
наркоклан,-1,1,-1.0
наркокриминал,-1,1,-1.0
наркокриминальный,-1,1,-1.0
наркокурьер,-1,1,-1.0
наркокурьерша,-1,1,-1.0
наркологическая зависимость,-1,1,-1.0
наркоман,-1,1,-1.0
наркоманизация,-1,1,-1.0
наркомания,-2.0,2.0,-1.0
наркоманка,-1,1,-1.0
наркоманский,-2.33333333333333,2.0,-1.166666666666665
наркомафиози,-1,1,-1.0
наркомафия,-1,1,-1.0
наркоопасность,-1,1,-1.0
наркоперевозчик,-1,1,-1.0
наркопоток,-1,1,-1.0
наркопотребитель,-1,1,-1.0
наркопотребление,-1,1,-1.0
наркопреступление,-1,1,-1.0
наркопреступник,-1,1,-1.0
наркопреступность,-1,1,-1.0
наркопритон,-1,1,-1.0
наркопроизводитель,-1,1,-1.0
наркопроизводство,-1,1,-1.0
наркопроизводящий,-1,1,-1.0
наркорынок,-1,1,-1.0
наркосбытчик,-1,1,-1.0
наркосбытчица,-1,1,-1.0
наркосеть,-1,1,-1.0
наркосиндикат,-1,1,-1.0
наркосклад,-1,1,-1.0
наркосообщество,-1,1,-1.0
наркосырье,-1,1,-1.0
наркота,-2.66666666666667,2.0,-1.333333333333335
наркотизация,-1,1,-1.0
наркотизм,-1,1,-1.0
наркотик,-2.0,2.0,-1.0
наркотический,-2.33333333333333,2.0,-1.166666666666665
наркотоксикомания,-1,1,-1.0
наркоторговец,-1,1,-1.0
наркоторговка,-1,1,-1.0
наркоторговля,-1,1,-1.0
наркоточка,-1,1,-1.0
наркотранзит,-1,1,-1.0
наркотрафик,-1,1,-1.0
наркотраффик,-1,1,-1.0
наркоугроза,-1,1,-1.0
наркоэпидемия,-1,1,-1.0
наружный,-1.0,2.0,-0.5
нарушать,-2.0,2.0,-1.0
нарушение,-2.0,2.0,-1.0
нарушитель,-2.0,2.0,-1.0
нарушительница,-1,1,-1.0
нарушить,-1,1,-1.0
нарциссизм,-1,1,-1.0
нарыв,-1,1,-1.0
нарывный,-1,1,-1.0
нарядность,1,1,1.0
нарядный,1.0,2.0,0.5
насвинячить,-1,1,-1.0
население голодает,-1,1,-1.0
насилие,-1.666666666666667,2.0,-0.8333333333333335
насиловать,-2.33333333333333,2.0,-1.166666666666665
насилье,-1,1,-1.0
насильник,-2.0,2.0,-1.0
насильница,-1,1,-1.0
насильственно,-1,1,-1.0
насильственный,-2.33333333333333,2.0,-1.166666666666665
насказать,-1,1,-1.0
насказывать,-1,1,-1.0
наскучить,-1,1,-1.0
насладиться,1,1,1.0
наслаждаться,4.0,4.0,1.0
наслаждение,3.0,3.0,1.0
насмехаться,-1,1,-1.0
насмешка,-1,1,-1.0
насмешливость,-1,1,-1.0
насмешливый,-1,1,-1.0
насмешник,-1,1,-1.0
насмешница,-1,1,-1.0
насмешничать,-1,1,-1.0
насмешнический,-1,1,-1.0
насморк,-1,1,-1.0
насморочный,-1,1,-1.0
насолить,-2.0,3.0,-0.6666666666666666
насорить,-1,1,-1.0
наспех,-1,1,-1.0
насрать,-3.0,2.0,-1.5
нассать,-1,1,-1.0
наставительность,-1,1,-1.0
наставительный,-1,1,-1.0
настойчивость,1,1,1.0
настойчивый,0.8,2.0,0.4
настораживаться,-1,1,-1.0
настороженность,-1,1,-1.0
настороженный,-2.0,2.0,-1.0
насторожиться,-1,1,-1.0
настоятельность,0,1,0.0
настоятельный,1.0,2.0,0.5
настоящая женщина,1,1,1.0
настоящая жизнь,1,1,1.0
настоящая звезда,1,1,1.0
настоящая история,1,1,1.0
настоящая классика,1,1,1.0
настоящая леди,1,1,1.0
настоящая революция,1,1,1.0
настоящее искусство,1,1,1.0
настоящее открытие,1,1,1.0
настоящее произведение,1,1,1.0
настоящее чувство,1,1,1.0
настоящие эмоции,1,1,1.0
настоящий мачо,0,1,0.0
настоящий мужик,2.0,2.0,1.0
настоящий мужчина,2.0,2.0,1.0
настоящий офицер,1,1,1.0
настоящий художник,1,1,1.0
настоящий человек,1,1,1.0
настоящий экшн,1,1,1.0
настраивать на философский лад,1,1,1.0
настроение не очень,-1,1,-1.0
настроение поднимается,1,1,1.0
настроение поднимать,1,1,1.0
настроение поднялось,1,1,1.0
настроение поднять,1,1,1.0
настроение то,0,1,0.0
настроить на философский лад,1,1,1.0
настырность,-1,1,-1.0
настырный,-2.33333333333333,2.0,-1.166666666666665
насупленность,-1,1,-1.0
насупленный,-1,1,-1.0
насущность,1,1,1.0
насущный,1,1,1.0
насыщенность,1,1,1.0
насыщенный,1,1,1.0
натворить,-1,1,-1.0
натерпеться,-1,1,-1.0
натиск,-1,1,-1.0
натужный,-1,1,-1.0
натуральность,2.0,2.0,1.0
натуральный,2.666666666666667,3.0,0.888888888888889
натяжка в рассуждениях,-1,1,-1.0
натяжка,-1.666666666666667,3.0,-0.5555555555555557
натянутость,-1,1,-1.0
натянутый,-1.0,2.0,-0.5
наушничать,-1,1,-1.0
наущение,-1,1,-1.0
нафиг,-1,1,-1.0
нафига,-1,1,-1.0
нахал,-1,1,-1.0
нахалка,-1,1,-1.0
нахальный,-1,1,-1.0
нахальство,-1,1,-1.0
нахамить,-1,1,-1.0
нахваливание,1,1,1.0
нахваливать,1,1,1.0
нахвалить,1,1,1.0
нахлобучка,-1,1,-1.0
нахмуренность,-1,1,-1.0
нахмуренный,-1,1,-1.0
нахмурить брови,-1,1,-1.0
находить оправдание,1,1,1.0
находиться на грани,-1,1,-1.0
находка,1.333333333333333,4.0,0.33333333333333326
находчивость,1,1,1.0
находчивый,1,1,1.0
нахрапом,-1,1,-1.0
нахрен,-1,1,-1.0
нахрена,-1,1,-1.0
нахулиганить,-1,1,-1.0
нацизм,-1,1,-1.0
национализм,-1,1,-1.0
националист,-1.0,2.0,-0.5
националистический,-1.0,2.0,-0.5
националистка,-1,1,-1.0
националистский,-1,1,-1.0
национальная безопасность,0,1,0.0
национальный интерес,0,1,0.0
национал-экстремизм,-1,1,-1.0
нацист,-1,1,-1.0
нацистка,-1,1,-1.0
нацистский,-1.666666666666667,2.0,-0.8333333333333335
начало нулевых,0,1,0.0
начитанность,1,1,1.0
начитанный,1,1,1.0
начудить,-1,1,-1.0
начхать,-1,1,-1.0
нашествие,-1.333333333333333,2.0,-0.6666666666666665
нашкодить,-1,1,-1.0
нашкодничать,-1,1,-1.0
наябедничать,-1,1,-1.0
не айс,-1,1,-1.0
не ахти,-1,1,-1.0
не блистать,-1,1,-1.0
не более,0,1,0.0
не больше,0,1,0.0
не было выбора,-1,1,-1.0
не было другого выбора,-1,1,-1.0
не было никакого,0,1,0.0
не быть препятствием,1,1,1.0
не быть сложностью,1,1,1.0
не в пользу,-1,1,-1.0
не верить,-1,1,-1.0
не вернуть бабки,-1,1,-1.0
не вернуть деньги,-1,1,-1.0
не видеть проблемы,1,1,1.0
не видеть смысла,-1,1,-1.0
не внушать,-1,1,-1.0
не волновать,-1,1,-1.0
не выдержать сравнения,-1,1,-1.0
не выдержать,-1,1,-1.0
не выдерживать никакой критики,-1,1,-1.0
не выдерживать сравнения,-1,1,-1.0
не выдерживать,-1,1,-1.0
не вызвать нареканий,1,1,1.0
не вызывать нареканий,1,1,1.0
не выполнить,-1,1,-1.0
не выполняться,-1,1,-1.0
не выполять,-1,1,-1.0
не вязать лыка,-1,1,-1.0
не годиться,-1,1,-1.0
не гуд,-1,1,-1.0
не густо,-1,1,-1.0
не дай бог,-1,1,-1.0
не дать вздохнуть,-1,1,-1.0
не добиться,-1,1,-1.0
не доделать,-1,1,-1.0
не додумать,-1,1,-1.0
не достаточно,-1,1,-1.0
не достигать,-1,1,-1.0
не достигнуть,-1,1,-1.0
не дотягивать,-1,1,-1.0
не дотянуть,-1,1,-1.0
не жаловать,-1,1,-1.0
не ждать изменений в лучшую сторону,-1,1,-1.0
не ждать изменений к лучшему,-1,1,-1.0
не за что награждать,-1,1,-1.0
не заставил себя долго ждать,0,1,0.0
не захватывать,-1,1,-1.0
не зацепить,-1,1,-1.0
не идти на уступки,-1,1,-1.0
не идти ни в какое сравнение,-1,1,-1.0
не иметь достаточно времени,-1,1,-1.0
не иметь шансов,-1,1,-1.0
не иметь эффекта,-1,1,-1.0
не исключено,0,1,0.0
не исполнить,-1,1,-1.0
не исполняться,-1,1,-1.0
не комильфо,-1,1,-1.0
не лечится,-1,1,-1.0
не менее печальный,-1,1,-1.0
не менее,0,1,0.0
не может быть реализовано,-1,1,-1.0
не мочь ли,0,1,0.0
не мочь молчать,-1,1,-1.0
не мочь оторваться,1,1,1.0
не мочь понять,-1,1,-1.0
не мочь решить,-1,1,-1.0
не на шутку,-1,1,-1.0
не надо,0,1,0.0
не найти ответ,-1,1,-1.0
не научиться,-1,1,-1.0
не оборудовать,-1,1,-1.0
не ожидать,-1.0,2.0,-0.5
не оповестить,-1,1,-1.0
не оправдаться,-1,1,-1.0
не осилить,-1,1,-1.0
не особенно,-1,1,-1.0
не особо,-1,1,-1.0
не осознавать,-1,1,-1.0
не открывать ничего нового,-1,1,-1.0
не открывать нового,-1,1,-1.0
не оторваться,1,1,1.0
не отражать,-1,1,-1.0
не очень устраивать,-1,1,-1.0
не очень,-1,1,-1.0
не очень-то,-2.0,2.0,-1.0
не париться,1,1,1.0
не переваривать,-1,1,-1.0
не по пути,-1,1,-1.0
не повезти,-1,1,-1.0
не поверить,-1,1,-1.0
не поддержать,-1,1,-1.0
не позволять,-1,1,-1.0
не позориться,-1,1,-1.0
не пойду больше,-1,1,-1.0
не покупать,-1,1,-1.0
не получаться,-1,1,-1.0
не получиться,-1,1,-1.0
не посоветовать,-1,1,-1.0
не построить,-1,1,-1.0
не похожий на других,0,1,0.0
не пошевелить пальцем,-1,1,-1.0
не пошевельнуть пальцем,-1,1,-1.0
