Count positive,Count negative,Mean sentiment,Max,Min,Median,Sentiment
0,1,-0.05555555555555555,0.0,-1.0,0.0,0
2,3,-0.016548463356974,1.0,-1.0,0.0,0
0,1,-0.03,0.0,-0.6,0.0,0
1,2,-0.005555555555555554,0.222222222222222,-0.333333333333333,0.0,0
0,0,0.0,0.0,0.0,0.0,0
1,1,-0.01587301587301588,0.222222222222222,-1.0,0.0,0
2,1,0.049999999999999996,1.0,-0.6,0.0,0
0,1,-0.018867924528301886,0.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,2
0,0,0.0,0.0,0.0,0.0,2
3,0,0.07843137254901965,1.0,0.0,0.0,2
0,1,-0.04,0.0,-1.0,0.0,2
0,2,-0.08888888888888886,0.0,-1.0,0.0,2
1,3,-0.08985507246376809,1.0,-1.066666666666666,0.0,2
3,1,0.08172043010752689,1.0,-0.333333333333333,0.0,0
1,4,-0.10434782608695656,0.9333333333333332,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
1,0,0.06666666666666667,1.0,0.0,0.0,0
2,1,0.03888888888888888,1.0,-1.0,0.0,0
3,2,0.012205387205387185,1.0,-0.7272727272727273,0.0,0
0,1,-0.16666666666666666,0.0,-1.0,0.0,0
1,2,-0.13095238095238085,0.333333333333333,-1.166666666666665,0.0,0
0,3,-0.06507936507936507,0.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
2,3,-0.023442092886537327,0.75,-1.1111111111111116,0.0,0
3,0,0.09126984126984125,1.0,0.0,0.0,0
3,2,0.02790178571428572,1.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
5,0,0.225146198830409,1.22222222222222,0.0,0.0,0
1,2,-0.022222222222222147,1.0,-1.11111111111111,0.0,0
3,2,0.011327561327561271,1.22222222222222,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
2,5,-0.08333333333333331,1.22222222222222,-1.11111111111111,0.0,0
0,3,-0.15079365079365073,0.0,-1.0833333333333326,0.0,0
1,2,0.015053763440860228,1.0,-0.333333333333333,0.0,0
2,4,-0.072,1.0,-1.0,0.0,0
2,3,-0.03097062579821198,0.444444444444444,-1.166666666666665,0.0,0
0,1,-0.09090909090909091,0.0,-1.0,0.0,0
7,4,0.0014492753623188246,1.0,-1.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,4,-0.11538461538461539,0.0,-1.5,0.0,0
0,1,-0.14285714285714285,0.0,-1.0,0.0,0
1,1,-0.010699588477366243,0.0444444444444444,-0.333333333333333,0.0,0
2,4,-0.07148846960167717,0.444444444444444,-1.25,0.0,0
0,0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,2
12,0,0.1293103448275862,1.0,0.0,0.0,2
1,2,0.006410256410256424,1.0,-0.5,0.0,2
11,0,0.07564798071127182,1.1428571428571428,0.0,0.0,2
2,2,0.0323809523809524,1.0,-0.333333333333333,0.0,2
6,1,0.15708812260536392,1.22222222222222,-0.333333333333333,0.0,2
0,1,-0.012345679012345666,0.0,-0.333333333333333,0.0,2
8,5,0.04421768707482994,1.0,-0.8333333333333335,0.0,2
4,1,0.05910165484633569,1.0,-0.333333333333333,0.0,2
2,1,0.12820512820512822,1.0,-0.333333333333333,0.0,2
2,4,-0.0292207792207792,1.0,-1.0,0.0,2
2,2,-0.004830917874396092,1.0,-1.11111111111111,0.0,2
0,2,-0.09275362318840581,0.0,-1.0666666666666669,0.0,2
1,2,-0.1777777777777778,0.333333333333333,-1.0666666666666669,0.0,2
0,0,0.0,0.0,0.0,0.0,1
0,0,0.0,0.0,0.0,0.0,1
1,1,-0.0020833333333333246,0.25,-0.333333333333333,0.0,1
0,3,-0.03733974358974357,0.0,-1.2083333333333326,0.0,1
2,3,-0.010846560846560873,1.166666666666665,-1.0,0.0,1
3,5,-0.001372549019607835,1.0,-1.0,0.0,1
1,7,-0.04927140255009107,1.0,-1.0,0.0,1
8,5,-0.0039293495175847975,0.6666666666666665,-1.0,0.0,1
6,7,-0.010018214936247723,1.0,-1.0,0.0,1
8,3,0.04681238615664843,1.0,-1.0,0.0,1
