211029;000000;1504.2;1509;1443.6;1461.2;685916
211101;000000;1473;1473;1439.8;1463.4;513701
211102;000000;1465;1469;1434;1441.4;404439
211103;000000;1442.4;1457.4;1437.2;1449.8;234928
211105;000000;1452;1453.4;1427;1438;222612
211108;000000;1442;1457;1426.2;1433.8;345328
211109;000000;1428.8;1435.6;1400.6;1405;565948
211110;000000;1409;1415.6;1371.6;1379.4;598352
211111;000000;1389.4;1397.2;1371.2;1391;385666
211112;000000;1395;1413.8;1378;1403;581613
211115;000000;1405;1414;1384;1388.8;314129
211116;000000;1393.4;1401;1378;1389.4;319555
211117;000000;1385;1400;1380.2;1380.8;253253
211118;000000;1380.8;1398.8;1376.4;1385;280243
211119;000000;1390.8;1395;1320;1325.8;1016709
211122;000000;1329;1339.2;1259.2;1280;1101739
211123;000000;1280;1296;1256.4;1295;765551
211124;000000;1305;1311.8;1266.8;1290.2;442730
211125;000000;1291.6;1301.6;1268.2;1279;326323
211126;000000;1268;1268;1203;1206.8;775285
211129;000000;1219;1265.4;1212.6;1244.8;661610
211130;000000;1210;1267.4;1210;1247;892553
211201;000000;1257;1300;1254.4;1264.8;570964
211202;000000;1270.4;1378.6;1260;1348.2;1872952
211203;000000;1346.8;1347.2;1212.4;1240.8;1832216
211206;000000;1245.4;1272;1155;1167.8;1203592
211207;000000;1165;1173.2;1088.2;1111;2139075
211208;000000;1121.8;1129.4;1016.4;1041.4;2375378
211209;000000;1042.8;1042.8;1001.2;1015;1805462
211210;000000;1018.4;1053.8;983;986.6;1406697
211213;000000;987;993;901;905.8;3177325
211214;000000;914.4;950;842.8;897.4;1784849
211215;000000;900;973.8;883.6;961;2233053
211216;000000;966;1019;951.4;982.8;2446215
211217;000000;983.4;1002.2;940;962;1109830
211220;000000;957.2;957.8;891;912;1132272
211221;000000;915.2;948;915;924.6;766397
211222;000000;925;929.6;895;912.2;917610
211223;000000;917.2;918;872.6;880.2;1592364
211224;000000;878.4;884.2;850;877;1703934
211227;000000;877.2;899;877;884.8;1136067
211228;000000;887.8;894.2;870;876.6;1012474
211229;000000;876.2;883;860;865.4;674672
211230;000000;865.4;874;859.4;872.4;390664
220103;000000;873;889.8;869;885.8;467181
220104;000000;885.2;888.6;865.2;874;580650
220105;000000;874;878.8;813.2;816.2;1320091
220106;000000;814.8;836.2;774;793;2258597
220110;000000;796;805;752.6;766.8;1338224
220111;000000;770;780.2;756;770.8;1341603
220112;000000;770;791.6;763;770.4;1678976
220113;000000;768;783;739.4;754.6;1513122
220114;000000;754;765;660;686.4;4356559
220117;000000;686.4;722.2;652;710.6;2461356
220118;000000;712;718.8;640;662.8;4020323
220119;000000;665;696.8;612.2;675.6;4364347
220120;000000;680;741;670.4;683;2822684
220121;000000;684;688.4;640.2;645.8;2456141
220124;000000;651;662.4;556.8;596.2;5360718
220125;000000;595;613.4;562.2;594.2;3143841
220126;000000;595.8;604;567.8;583;2973843
220127;000000;576;609.4;571;591.2;3582583
220128;000000;594.4;607.8;585;597;2296372
220131;000000;599;635;597.2;630;2904545
220201;000000;630.4;666.6;630.4;655.6;2948496
220202;000000;660;685;615.6;633;2999827
220203;000000;623.8;624.8;588.8;602;2681231
220204;000000;610;623;555;580.8;3017420
220207;000000;583;592.8;564.8;581.8;1389619
220208;000000;578.4;614;578.2;609.8;1416060
220209;000000;610;639.6;609;635;1495157
220210;000000;647.6;656.4;598.4;607.4;2667606
220211;000000;608.8;612;575;584.8;1772253
220214;000000;583.8;596;559.8;596;2040152
220215;000000;594.2;628.6;594.2;617.4;2076256
220216;000000;619.6;640;596;614.6;2152759
220217;000000;612.6;614.2;580;588;1613561
220218;000000;589;601.6;549.4;559.2;2196013
220221;000000;557.2;580.6;399.8;420;10781850
